 GHD-RCS : dates in number of days after August 31. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alsace,Auvergne,Auxerre-Avalon,Beaujolais and Maconnais,Bordeaux,Burgundy,Champagne 1,Champagne 2,Gaillac- South-West,Germany,High Loire Valley,Ile de France,Jura,Languedoc,Low Loire Valley,Luxembourg,Maritime alps,Northern Italy,Northern  Lorraine,Northern Rhone valley,Savoie,Spain,Southern Lorraine,Southern Rhone valley,Switzerland (Leman Lake),Various South-East,Vendée - Poitou Charente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,,,,,,21.0,,,,,,13.2,41.0,,,,30.0,,,,,32.0,,5.0,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,,,,,,39.0,,,,,,35.7,61.0,25.4,,,,,,,,38.0,,13.0,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,,,,,,30.0,,,19.0,,,25.0,45.0,,,,22.0,,,,,43.0,,,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,,,,,,33.0,,,,,,56.4,51.0,,,,31.0,,,,,35.0,,14.0,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,,,,,,28.0,,,,,,32.3,43.0,,,,31.0,,,,,44.0,,15.0,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,,,,,,12.0,,,,,,13.0,34.0,20.4,,,,,,,,31.0,,5.0,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,,,,,,25.0,,,,,,26.4,40.0,,,,38.0,,,,,33.0,,10.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,,,,,,34.0,,,,,,47.1,46.0,23.4,,,45.0,,,,,53.0,,15.6,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,,,,,27.0,32.0,,,,,,44.9,49.0,,,,,,,,,35.0,,14.1,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,,,,,32.0,42.0,,,,,,52.4,60.5,,,,52.0,,,,,30.0,,22.0,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,,,,,24.0,24.0,,,,,,33.9,42.0,15.2,,,36.0,,,,,33.0,,9.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,,,,,,25.0,,,31.0,,,30.8,40.0,,,,36.0,,,,,39.0,,10.0,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,,,,,,13.0,,,,,,22.6,26.5,,,,,,,,,43.0,,14.6,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,,,,,33.5,32.0,,,,,,33.9,45.0,,,,36.0,,,,,44.0,,12.9,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,,,,,26.0,32.0,,,,,,36.4,51.5,,,,,,,,,42.0,,11.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,,,,,33.5,32.0,,,,,,37.6,50.5,,,,,,,,,36.0,,9.1,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,,,,,47.8,30.0,,,,,,,46.5,,,,47.0,,,,,37.0,,9.0,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,,,,,29.5,25.0,,,22.0,,,41.7,48.0,,,,49.0,,,,,32.0,,15.8,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,,,,,36.3,33.0,,,,,,36.7,53.0,,,,52.0,,,,,52.0,,15.3,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,,,,,41.5,43.0,,,,,,54.4,61.0,,,,51.0,,,,,45.0,,18.6,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,,,,,31.5,23.0,,,31.0,,,39.4,48.0,,,,,,,,,35.0,,14.8,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,,,,,20.5,11.0,,,,,,6.3,28.0,,,,,,,,,31.0,,0.1,24.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,,,,,50.5,43.0,,,,,49.0,50.3,62.5,,,,,,,,,32.0,,16.1,48.6,40.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,,,,,35.5,38.0,,,,,,31.3,56.5,34.4,,,,,,,,52.0,,30.2,45.8,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,,,,,23.5,23.0,,,,,,,39.0,,,,31.5,,,,,35.0,,12.4,27.5,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,,,,,20.8,13.0,,,,,,35.3,27.0,,,,31.0,,,,,31.0,,4.6,17.6,24.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,,,,,,20.0,,,,,,19.3,41.0,10.8,,,37.5,,,,,35.0,,11.2,29.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,,,,,33.5,20.0,,,,,,39.3,42.0,16.8,,,40.0,,,,,,,15.3,26.8,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,,,,,45.5,36.0,,,,,,,54.5,,,,46.0,,,,,28.0,,15.6,49.6,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,,,,,29.5,24.0,,,,,,,39.0,,,,34.0,,,,,33.0,,0.7,34.5,39.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,,,,,41.5,31.0,,,,,,,55.0,16.2,,,45.0,,,,,40.0,,16.1,43.6,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,,,,,21.5,28.0,,,,,,18.3,44.0,23.0,,,49.0,,,,,46.0,,14.1,38.6,41.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,,,,,27.3,20.0,,,,,,,36.0,13.9,,,34.0,,,,,35.0,,12.6,22.6,34.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,,,,,19.0,14.0,,,,45.0,,,32.0,,,,30.0,,,,,37.0,,11.2,19.6,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,,,,,32.0,31.0,,,31.0,50.0,38.0,31.3,48.5,12.8,,,41.0,,,,,40.0,,18.2,36.8,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,,,,,34.0,25.0,,,,,,22.2,43.5,19.8,,,47.0,,,,,38.0,,18.4,38.6,40.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,,,,,,36.0,,,,55.0,,26.2,61.5,27.3,,,50.0,,,,,30.0,,18.9,43.6,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,,,,,27.5,22.0,,,,31.0,,27.3,33.0,16.0,,,42.0,,,,,22.0,,13.6,28.0,35.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,,,,,29.5,12.0,,,,17.0,,,18.5,9.9,,,40.0,,,,,24.0,,5.1,16.6,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,,,,,24.5,33.0,,,,,,33.3,48.5,15.8,,,46.0,,,,,42.0,,14.6,54.3,40.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,,,,,36.0,36.0,,,,53.0,,30.7,55.0,24.8,,,,,,,,38.0,,23.2,46.6,42.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,,,,,,26.0,,,,,35.0,23.3,46.0,13.8,,,44.0,,,,,42.0,,11.6,29.6,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,,,,,38.0,28.0,,,,50.0,38.0,,44.0,16.9,,,42.0,,,,,39.0,,17.3,42.0,35.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,,,,,45.0,46.0,,,,53.0,53.0,,64.0,22.0,,,55.5,,,,,49.0,,24.6,63.5,38.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,,,,,,24.0,,,,41.0,33.0,,45.0,,,,50.0,,,,,26.0,,15.1,41.0,31.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,,,,,25.0,15.0,,,,37.0,32.0,,39.0,20.1,,,46.0,43.0,,,,39.0,,17.0,34.5,27.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,,,,,,14.0,,,,35.0,16.0,16.0,29.5,15.5,,,37.0,,,,,30.0,,14.1,23.6,29.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,,,,,,33.0,,,,,41.0,,50.0,22.3,,,43.0,,,,,38.0,,19.9,40.6,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,,,,,39.5,27.0,,,,43.0,42.0,,43.0,19.9,,,,,,,,49.0,,14.2,32.6,52.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,,,,,,44.0,,,,58.0,51.0,,69.0,33.5,,,56.0,54.0,,,,49.0,,31.0,51.6,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,,,,,,44.2,,,,61.0,24.0,,64.0,31.6,,,42.5,55.0,,,,39.0,,32.2,68.5,53.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,,,,,30.0,27.0,,,,29.0,31.0,,,30.3,,,45.0,,,,,52.0,,20.2,21.6,40.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,,,,,,20.0,,,,35.0,,,34.0,22.1,,,37.0,,,,,,,17.1,30.6,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,,,,,,20.0,,,,37.0,,,39.0,17.5,,,39.0,,,,,,,13.0,26.7,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,,,,,,34.0,,,,53.0,,,49.0,31.2,,,48.0,,,,,,,21.1,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,,,,,36.5,37.0,,,38.0,,,,52.5,26.8,,,54.0,,,,,56.0,,19.6,40.7,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,,,,,,33.0,,,,54.0,,,,22.7,,,46.0,42.0,,,,39.0,,20.0,32.6,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,,,,,,25.0,,,,53.0,,,44.0,16.6,,,31.0,,,,,31.0,,15.0,35.6,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,,,,,,4.0,,,,34.0,,,,15.3,,,43.0,,,,,31.0,,11.1,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,,,,,,3.0,,,,26.0,9.0,,,11.8,,,21.0,,,,,35.0,,3.0,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,,,,,,10.0,,,,,,,20.0,17.8,,,38.0,,,,,43.0,,6.0,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,,,,,,20.0,,,,,,,45.0,16.8,,,34.5,,,,,35.0,,15.0,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,,,,,34.5,31.0,,,36.0,,,,54.0,18.3,,,46.0,,,,,45.0,,13.0,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,,,,,,33.0,,,37.5,45.0,,,49.0,21.8,,,51.0,55.0,,,,37.0,,18.2,42.8,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,,,,,,33.0,,,50.0,,,,49.5,31.8,,,54.5,,,,,38.0,,32.0,46.6,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,,,,,,31.0,,,,45.0,,,53.0,24.8,,,49.5,,,,,40.0,,19.0,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,,,,,,15.0,,,,55.0,,18.0,27.0,20.4,,,43.5,55.0,,,,40.0,,18.2,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,,,,,,11.0,,,26.0,36.0,,,35.0,15.7,,,,,,,,41.0,,8.2,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,,,,,,17.0,,,32.0,40.0,,,41.0,14.7,,,40.5,,,,,24.0,,13.0,41.8,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,,,,,,18.0,,,,45.0,30.0,,40.0,19.3,,,44.0,,,,,37.0,,16.1,41.5,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,,,,,25.0,31.0,,,,47.0,38.0,,45.0,27.8,,,42.5,,,,,44.0,,23.7,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,,,,,,38.0,,,44.0,46.0,,,53.0,29.8,,,50.0,,,,,38.0,,22.2,55.4,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,,,,,36.5,,,,42.0,41.0,,,48.3,19.7,,,36.0,40.0,,,,36.0,,15.7,49.5,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,,,,,,22.0,,,23.0,,,24.0,39.5,15.3,,,39.0,,,,,32.0,,5.2,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,,,,,,20.0,,,44.0,36.0,,,43.5,24.7,,,,,,,,37.0,,20.0,37.6,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,,,,,25.5,11.0,,,31.0,,43.0,,33.0,21.8,,,31.5,,,,,33.0,,13.0,31.6,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,,,,,,32.0,,,37.0,47.0,45.0,,48.6,25.9,,,50.0,,,,,44.0,,16.2,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,,,,,,23.0,,,,13.0,34.0,,40.0,16.3,,,,,,,,38.0,,20.2,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,,,,,,26.0,,,31.0,47.0,32.0,27.0,44.8,,,,39.0,,,,,41.0,,14.4,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,,,,,,22.0,,,,36.0,24.0,,,25.4,,,46.0,,,,,35.0,,15.0,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,,,,,,29.0,,,25.0,,37.0,37.0,44.0,30.0,,,40.0,,,,,48.0,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,,,,,,10.0,,,23.0,,,15.0,28.5,15.0,,,36.0,,,,,38.0,,5.1,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,,,,,,8.0,,,26.0,,,,28.6,14.5,,,30.0,,,,,34.0,,,26.2,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,,,,,,12.0,,,,34.0,,26.0,28.0,21.9,,,33.0,,,,,42.0,,9.0,38.2,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,,,,,19.5,22.0,,,,44.0,,,43.0,21.0,,,46.0,,,,,39.0,,14.4,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,,,,,28.5,38.0,,,,,,,42.0,31.9,,,46.5,,,,,45.0,,25.5,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,,,,,,19.0,,,,40.0,,,40.0,22.7,,,40.0,,,,,35.0,,15.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,,,,,21.5,15.0,,,,37.0,,22.0,39.0,23.4,,,49.0,,,,,,,,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,,,,,12.8,10.0,,,,45.0,,,30.8,24.8,,,34.0,,,,,,,17.0,36.8,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,,,,,,28.0,,,43.0,30.0,33.0,33.0,48.6,34.1,,,54.0,,,,,,,25.7,51.4,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,,,,,,19.0,,,41.0,39.0,,,42.8,20.9,,,38.0,,,,,,,15.5,34.6,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,,,,,,13.0,,,,33.0,,19.0,27.0,20.4,,,40.0,,,,,33.0,,16.5,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,,,,,,22.0,,,33.0,33.0,,,38.3,17.1,,,37.0,,,,,41.0,,13.0,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,,,,,,16.0,,,,33.0,,,32.6,24.5,,,49.0,,,,,36.0,,17.2,38.7,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,,,,,,28.0,,,40.0,45.0,,,48.6,25.4,,,47.0,,,,,33.0,,21.7,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,,,,,,35.0,,,49.0,,40.0,34.0,65.8,36.8,,,53.0,,,,,44.0,,31.2,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,,,,,,20.0,,,,,33.0,31.0,41.0,24.8,,,44.0,,,,,40.0,,20.0,47.8,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,,,,,60.0,44.0,,,58.5,57.0,55.0,53.0,70.0,41.7,,,,,,,,56.0,,41.0,64.2,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
